cvss,exposure,asset_criticality,service_type_encoded,exploitability,attack_path_position,historical_incidents,confidence,priority_class,scenario
1.56,5.98,9.58,4.0,6.56,8.9,0,19.2,1,D
0.26,9.04,4.6,4.0,9.29,7.3,8,86.2,1,D
4.77,13.35,6.23,4.0,9.1,4.3,15,91.6,2,D
7.44,8.8,1.88,5.0,9.46,9.3,3,44.3,2,D
0.74,14.47,2.64,4.0,8.33,2.8,7,98.5,1,D
3.02,19.47,6.35,1.0,7.03,4.8,6,27.6,2,D
9.12,5.06,2.42,3.0,6.8,9.6,3,49.8,2,D
3.09,11.5,9.67,4.0,8.41,5.7,3,35.1,2,D
8.57,15.86,3.8,2.0,8.27,9.3,7,77.0,3,D
5.46,9.43,5.5,5.0,6.18,5.8,11,53.7,2,D
4.92,18.43,9.37,0.0,8.01,7.2,11,59.9,3,D
2.81,12.44,4.94,4.0,5.85,3.7,14,55.4,1,D
5.44,10.93,7.09,3.0,5.79,8.0,12,7.3,2,D
8.99,8.82,3.32,1.0,8.11,2.3,14,11.0,2,D
7.11,7.07,9.03,0.0,5.88,7.2,0,8.4,2,D
0.17,6.94,9.68,3.0,9.34,5.8,10,80.1,1,D
10.0,4.28,9.19,4.0,7.11,6.1,8,69.9,3,D
7.17,3.57,6.93,5.0,9.87,6.5,0,22.5,2,D
9.61,12.46,8.81,5.0,9.37,4.2,10,75.4,3,D
0.28,15.38,3.1,0.0,5.88,4.0,3,15.0,1,D
2.65,1.88,9.12,4.0,7.34,7.4,8,30.3,1,D
0.59,11.55,7.29,4.0,8.91,2.6,7,93.3,1,D
2.72,4.24,5.39,5.0,9.77,9.4,11,93.0,1,D
3.32,4.43,8.39,4.0,9.71,5.6,6,23.0,2,D
6.49,1.59,8.85,3.0,9.93,4.3,9,24.8,2,D
8.71,8.5,2.59,2.0,7.41,7.4,8,13.0,2,D
6.64,16.48,4.74,0.0,7.85,8.2,13,75.5,3,D
7.32,12.74,4.98,3.0,5.0,7.7,14,75.2,2,D
8.05,2.14,9.68,1.0,8.13,4.4,0,86.2,2,D
1.31,3.64,3.99,4.0,5.17,5.4,2,10.9,1,D
2.05,16.29,8.25,4.0,7.28,3.0,6,77.8,2,D
0.64,3.2,3.37,2.0,8.7,5.1,8,29.4,1,D
7.54,18.22,7.22,2.0,6.38,3.7,0,53.6,3,D
0.22,6.64,4.03,2.0,5.44,6.7,12,82.9,1,D
9.82,10.86,3.64,1.0,6.25,3.9,7,24.2,3,D
5.74,17.17,4.42,1.0,9.83,7.8,14,73.0,2,D
9.67,2.05,7.36,4.0,7.8,4.0,15,88.2,3,D
9.72,17.09,3.87,3.0,5.29,5.8,13,65.7,3,D
4.78,18.88,9.09,2.0,9.97,3.8,13,76.4,3,D
0.11,4.4,6.21,2.0,8.12,7.6,5,23.5,1,D
5.07,6.3,7.01,3.0,7.0,9.6,13,23.6,2,D
7.36,9.15,9.11,0.0,7.12,8.7,4,68.2,3,D
6.79,16.91,7.03,1.0,6.66,8.8,13,78.1,3,D
8.88,5.19,7.51,4.0,5.34,7.9,6,98.4,3,D
8.62,8.64,4.39,5.0,5.77,3.4,3,49.6,2,D
3.28,13.44,5.69,3.0,9.2,3.9,12,21.5,2,D
2.13,12.71,3.79,1.0,7.26,10.0,7,12.4,1,D
9.5,17.41,5.9,5.0,7.72,5.2,15,51.1,3,D
3.37,10.33,2.48,5.0,5.61,5.3,7,92.4,1,D
3.61,1.11,6.79,2.0,6.22,5.1,10,35.0,1,D
7.28,9.35,9.51,0.0,9.93,9.5,2,25.1,3,D
6.4,9.1,1.55,5.0,8.43,8.4,12,33.5,2,D
6.95,3.18,7.99,5.0,7.47,9.2,4,12.5,2,D
8.71,10.68,4.54,1.0,7.69,5.2,7,50.4,3,D
2.59,4.59,4.47,0.0,6.75,8.9,3,46.6,1,D
7.6,11.36,8.69,3.0,8.94,9.4,9,32.2,3,D
1.96,19.85,6.77,3.0,6.44,3.5,11,54.0,2,D
4.7,8.62,7.6,5.0,9.83,8.4,6,16.7,2,D
3.72,19.69,1.36,1.0,7.1,10.0,3,76.3,2,D
0.78,10.68,4.78,2.0,7.45,3.0,2,14.4,1,D
2.86,18.77,2.08,3.0,9.62,6.5,7,31.0,2,D
9.73,7.9,8.21,0.0,8.52,8.4,7,54.0,3,D
9.88,10.96,9.95,3.0,5.41,2.8,14,56.6,3,D
4.55,8.18,8.36,5.0,7.88,2.0,5,89.8,2,D
3.27,13.23,2.32,2.0,8.18,8.1,9,35.7,2,D
9.22,9.33,5.11,2.0,9.08,2.9,3,74.7,3,D
8.45,14.12,4.3,5.0,5.1,3.7,0,62.0,2,D
1.58,2.3,4.31,1.0,8.31,6.1,13,55.8,1,D
0.94,3.92,9.99,2.0,5.96,8.3,5,67.4,1,D
7.88,12.03,2.83,0.0,8.31,8.8,12,83.7,3,D
0.15,10.77,3.7,5.0,5.14,3.1,8,74.4,1,D
3.56,19.39,2.08,4.0,9.14,4.8,2,73.7,2,D
2.26,12.07,6.13,0.0,6.23,7.6,11,85.8,2,D
5.68,12.96,6.15,5.0,9.13,9.9,5,88.6,2,D
4.9,16.78,8.07,2.0,5.8,3.8,7,73.7,2,D
1.69,3.05,2.74,3.0,9.83,4.1,10,18.5,1,D
0.89,4.13,6.57,0.0,7.6,5.4,3,98.3,1,D
1.49,16.69,5.39,4.0,6.98,4.4,1,25.0,1,D
8.07,4.1,8.09,3.0,9.68,4.0,11,91.8,3,D
1.36,3.17,2.21,4.0,9.07,3.2,11,48.5,1,D
9.07,15.68,4.51,5.0,7.97,8.0,2,28.7,3,D
9.49,13.24,4.87,0.0,5.74,4.5,14,88.4,3,D
5.91,17.9,4.62,3.0,8.11,7.9,8,38.8,2,D
6.54,6.23,4.9,1.0,7.45,5.6,0,32.1,2,D
0.15,1.22,5.53,0.0,9.32,4.7,15,58.0,1,D
4.75,7.87,5.5,3.0,6.92,4.4,11,28.2,2,D
7.84,6.36,8.89,3.0,6.06,6.6,11,73.5,3,D
5.25,8.0,1.37,5.0,5.62,3.0,4,49.2,1,D
3.11,9.51,5.98,1.0,7.18,8.2,9,92.0,2,D
9.8,5.99,9.75,4.0,9.67,9.2,2,80.0,3,D
1.59,7.71,6.27,2.0,7.77,7.5,10,95.6,1,D
7.89,11.31,3.53,4.0,9.96,8.4,1,20.2,2,D
0.87,16.38,2.72,0.0,6.14,8.9,4,18.0,1,D
9.47,4.36,5.51,2.0,8.17,6.3,10,78.0,3,D
4.1,9.68,7.85,3.0,7.79,9.0,4,10.2,2,D
2.32,14.6,4.38,1.0,5.57,4.0,4,42.7,1,D
7.32,3.55,9.55,3.0,5.99,5.1,2,11.7,2,D
9.26,8.23,4.4,5.0,7.17,7.5,5,34.7,3,D
1.1,3.45,7.91,4.0,6.15,3.6,11,27.9,1,D
2.82,16.73,1.57,0.0,9.85,3.6,9,51.6,2,D
1.31,2.94,8.66,4.0,7.68,7.2,14,58.9,1,D
2.58,3.18,7.68,5.0,8.37,6.5,5,51.3,1,D
7.59,3.99,4.08,5.0,6.43,3.8,12,23.8,2,D
0.68,6.07,2.82,1.0,5.35,9.8,0,14.1,1,D
9.01,1.25,5.7,0.0,9.63,6.5,4,68.7,0,D
5.48,9.34,2.3,4.0,5.96,5.2,11,34.7,2,D
8.35,6.93,7.83,1.0,5.27,4.7,9,46.0,2,D
6.99,14.71,3.21,4.0,7.07,3.9,3,10.0,2,D
3.37,14.9,5.05,2.0,6.48,4.7,12,60.3,2,D
4.7,12.91,6.47,3.0,9.36,8.0,2,17.6,2,D
6.98,10.21,8.18,0.0,5.24,7.1,14,68.7,2,D
5.15,16.36,7.47,0.0,6.35,4.1,9,47.4,2,D
6.15,16.46,3.93,5.0,8.62,5.3,10,40.9,2,D
3.55,14.07,6.59,0.0,7.46,7.8,15,44.1,2,D
4.45,1.87,3.3,5.0,6.01,4.9,3,10.4,1,D
1.79,10.02,2.07,3.0,6.72,9.8,3,21.6,1,D
6.9,4.08,6.81,5.0,7.94,4.7,14,77.7,2,D
2.79,13.18,6.11,1.0,8.21,8.3,0,70.2,2,D
6.04,15.09,8.47,4.0,8.29,4.1,8,19.9,2,D
5.56,18.76,9.55,4.0,6.13,3.3,4,10.9,2,D
8.59,6.64,8.07,5.0,9.29,6.6,11,41.2,3,D
4.89,12.04,6.3,4.0,6.38,6.6,12,65.3,2,D
6.03,5.55,2.51,2.0,5.25,9.0,2,37.3,2,D
9.27,13.54,9.15,4.0,5.43,7.6,9,49.7,3,D
0.65,19.85,1.01,3.0,5.04,8.8,5,36.2,1,D
3.56,6.43,8.13,1.0,6.82,5.7,11,84.2,2,D
5.35,1.5,3.43,0.0,6.14,3.3,4,25.9,1,D
9.3,8.02,3.52,5.0,9.05,4.0,15,31.9,3,D
1.07,17.83,5.18,2.0,7.29,5.6,1,18.2,1,D
4.26,8.9,9.89,3.0,9.32,4.5,4,91.1,2,D
3.66,9.29,2.15,1.0,8.69,3.8,3,37.0,1,D
7.42,4.84,5.27,3.0,9.06,4.5,13,27.1,2,D
1.8,13.77,3.26,4.0,9.29,7.7,1,72.4,1,D
3.08,14.69,2.47,2.0,7.57,3.2,7,8.8,1,D
7.72,11.32,6.12,1.0,6.43,4.6,13,55.5,2,D
3.08,10.94,5.4,3.0,5.51,5.3,14,51.5,1,D
5.88,5.06,1.9,2.0,5.0,2.3,1,27.5,1,D
9.35,4.25,3.13,5.0,9.37,3.9,3,82.0,2,D
2.79,7.17,9.73,5.0,9.2,4.5,2,92.1,2,D
6.84,15.33,4.96,4.0,8.08,2.5,8,18.2,2,D
2.87,12.32,9.71,2.0,8.12,4.0,1,60.4,2,D
6.84,14.88,4.27,4.0,8.15,8.6,2,32.2,2,D
6.82,13.24,1.51,1.0,7.83,5.7,0,62.2,2,D
8.28,19.29,8.1,1.0,6.17,2.8,4,35.7,3,D
0.13,14.08,7.42,5.0,8.09,5.7,4,73.0,1,D
3.8,17.95,4.97,2.0,5.54,5.5,6,50.6,2,D
4.36,16.77,9.13,5.0,5.05,4.0,10,39.6,2,D
9.89,13.71,1.73,0.0,8.14,6.5,10,67.2,3,D
7.8,16.8,3.52,2.0,5.51,7.7,1,70.9,3,D
5.84,19.78,9.23,0.0,9.97,6.9,0,22.7,3,D
3.94,1.39,5.99,5.0,7.5,6.1,0,10.5,1,D
3.29,6.94,2.38,2.0,5.89,2.4,11,18.6,1,D
8.06,7.85,8.4,5.0,7.54,9.8,3,77.5,3,D
4.41,14.86,7.7,2.0,6.62,7.5,15,64.5,2,D
7.57,7.08,6.64,2.0,5.16,9.7,8,62.7,2,D
6.41,1.85,5.32,5.0,9.87,5.6,9,58.2,2,D
4.02,10.89,6.13,4.0,8.55,7.7,10,71.6,2,D
3.24,19.97,4.83,2.0,7.63,7.3,3,90.3,2,D
8.78,11.34,4.45,2.0,8.27,2.1,7,88.8,3,D
8.54,6.43,1.73,4.0,8.16,4.8,7,38.6,2,D
2.84,7.69,7.5,0.0,7.67,3.5,0,40.1,1,D
5.84,15.17,2.66,5.0,9.35,9.7,4,79.4,2,D
9.2,10.41,3.82,5.0,6.05,3.7,11,70.0,3,D
3.25,9.6,5.04,0.0,6.32,3.5,3,38.9,1,D
2.38,10.98,6.48,2.0,8.96,9.2,9,84.3,2,D
3.39,13.67,7.52,1.0,5.85,8.3,12,64.8,2,D
7.31,11.26,7.83,2.0,7.27,3.1,8,18.5,2,D
6.58,13.99,8.81,4.0,7.96,9.1,6,58.5,3,D
2.93,11.84,8.25,4.0,7.5,5.8,4,47.9,2,D
8.03,4.13,4.87,0.0,9.77,7.7,14,19.6,2,D
5.17,8.92,9.02,4.0,5.68,6.7,0,36.0,2,D
4.96,7.58,5.06,2.0,9.05,10.0,7,87.2,2,D
4.46,12.05,9.97,0.0,5.66,6.1,5,27.7,2,D
9.91,7.53,8.48,2.0,8.08,8.9,0,79.0,3,D
9.89,13.62,2.47,0.0,6.97,7.3,11,97.8,3,D
2.07,10.42,5.44,2.0,6.74,6.0,13,48.7,1,D
0.38,4.4,5.16,5.0,6.34,8.6,3,91.8,1,D
1.89,18.75,3.06,5.0,5.08,3.9,10,21.7,1,D
3.49,10.99,3.95,3.0,9.87,8.6,2,47.3,2,D
0.43,19.68,3.7,0.0,9.75,9.4,11,60.5,1,D
7.21,3.39,9.25,1.0,8.73,8.0,6,96.2,0,D
4.02,19.34,8.13,1.0,9.55,3.9,14,72.2,2,D
8.74,13.81,4.05,5.0,9.33,6.2,3,51.2,3,D
9.53,15.75,6.75,3.0,6.38,6.4,4,6.9,3,D
8.91,9.0,1.47,4.0,5.25,2.6,12,15.1,2,D
2.68,4.03,4.38,2.0,9.18,3.5,11,39.7,1,D
4.42,16.73,1.39,5.0,6.7,4.1,4,54.5,2,D
6.86,3.82,1.63,1.0,7.87,6.0,11,70.6,2,D
2.53,2.29,1.96,1.0,5.17,2.3,7,97.3,1,D
1.22,6.44,5.16,1.0,5.62,4.3,6,5.7,1,D
5.13,12.24,7.63,1.0,5.61,8.7,2,90.2,2,D
9.06,16.68,4.72,0.0,5.63,7.6,12,96.5,3,D
5.03,12.8,8.73,1.0,8.04,2.2,11,25.7,2,D
9.58,1.95,3.82,0.0,7.12,3.9,4,5.3,2,D
2.55,8.18,7.75,2.0,7.83,7.9,9,30.1,0,D
9.94,5.44,4.3,1.0,6.1,6.1,4,57.9,3,D
3.86,8.11,6.2,3.0,6.87,4.2,4,19.6,0,D
5.79,6.84,8.94,1.0,7.15,8.1,3,42.7,2,D
6.87,2.18,2.19,2.0,8.77,7.6,8,29.2,2,D
1.53,6.29,6.14,5.0,9.87,3.1,4,49.5,1,D
6.96,10.6,4.72,5.0,5.28,9.1,12,90.2,2,D
3.29,10.66,2.72,0.0,8.35,8.8,5,83.0,2,D
5.71,18.03,7.56,0.0,9.79,9.5,11,29.8,3,D
0.11,15.66,8.28,0.0,7.25,2.8,12,72.5,1,D
9.44,8.1,5.16,2.0,7.09,7.4,0,67.0,3,D
9.15,14.07,3.55,3.0,9.03,9.7,9,99.4,3,D
8.06,12.86,5.0,2.0,9.33,6.4,3,81.2,3,D
4.22,8.93,6.65,3.0,6.3,8.1,4,83.0,2,D
1.8,18.35,7.99,4.0,5.84,7.1,5,87.7,2,D
6.17,7.68,3.73,2.0,5.44,2.0,6,23.7,2,D
0.73,12.62,4.9,3.0,6.89,2.0,10,71.2,1,D
9.4,5.0,6.7,4.0,6.37,7.3,13,59.3,3,D
0.64,1.07,5.22,1.0,5.17,7.7,6,63.4,1,D
3.55,16.15,7.38,3.0,6.21,8.3,11,39.9,2,D
9.6,14.6,3.09,2.0,7.53,4.9,7,92.8,3,D
3.44,6.97,1.97,2.0,7.08,8.7,15,82.7,1,D
4.61,9.61,4.79,3.0,7.35,4.9,0,21.6,2,D
5.16,11.31,6.36,4.0,7.83,9.3,10,5.7,2,D
9.86,7.76,2.58,2.0,8.89,6.1,1,70.6,3,D
1.8,4.0,9.16,5.0,6.34,8.2,1,87.0,1,D
8.86,16.64,3.21,0.0,5.43,5.2,3,53.3,3,D
9.4,17.04,2.51,1.0,6.72,4.6,1,46.6,3,D
9.64,3.61,9.65,1.0,9.34,2.8,10,7.3,3,D
0.05,10.9,6.56,3.0,8.87,9.2,11,95.8,1,D
0.87,10.47,4.39,0.0,7.45,3.6,2,32.6,1,D
0.32,4.39,8.54,5.0,6.46,8.3,12,45.9,1,D
3.27,1.5,5.27,2.0,5.75,9.4,0,73.2,1,D
2.39,15.52,4.39,1.0,5.49,8.2,8,83.3,2,D
3.28,15.51,3.55,1.0,8.02,7.0,3,14.0,2,D
0.88,15.76,3.58,5.0,5.31,3.7,4,73.0,1,D
8.06,6.87,7.47,4.0,7.11,4.5,11,6.5,2,D
3.59,3.58,5.7,4.0,6.08,8.8,2,32.1,1,D
3.16,10.17,9.75,3.0,6.81,6.4,13,52.1,2,D
4.11,17.45,4.08,0.0,6.65,8.1,11,95.3,2,D
6.45,4.82,2.3,3.0,8.04,8.2,12,40.7,2,D
6.24,5.8,3.77,0.0,6.11,8.2,9,53.4,2,D
6.21,19.87,6.86,4.0,6.95,5.5,4,70.7,3,D
9.35,12.28,9.69,5.0,8.54,2.6,4,44.2,3,D
4.03,16.12,2.11,2.0,6.14,4.9,1,74.5,2,D
1.2,10.25,2.4,5.0,5.58,8.1,8,20.0,1,D
6.45,2.27,3.73,0.0,8.48,8.4,13,50.5,2,D
9.94,17.49,6.47,5.0,5.19,8.0,14,96.4,3,D
4.34,2.99,5.41,5.0,7.26,3.4,3,66.7,1,D
2.61,6.0,3.58,1.0,9.95,8.1,12,34.4,1,D
5.28,10.99,8.56,5.0,5.84,2.4,3,78.4,2,D
0.48,3.67,3.72,5.0,6.24,9.8,3,10.4,1,D
1.81,11.49,9.65,5.0,6.11,2.8,0,8.8,1,D
0.72,7.87,2.0,3.0,6.36,5.1,1,39.2,1,D
0.59,7.53,5.19,0.0,6.01,2.1,3,12.9,1,D
3.76,15.47,6.18,2.0,6.36,5.5,10,30.1,2,D
5.92,8.04,1.07,2.0,7.66,8.2,12,91.7,2,D
9.43,7.26,6.43,2.0,9.02,2.1,1,42.4,3,D
9.46,17.76,7.38,0.0,8.5,7.3,1,63.3,3,D
9.66,8.33,8.0,4.0,5.01,4.8,9,68.6,3,D
3.33,4.4,3.65,4.0,9.75,9.3,6,55.0,1,D
1.59,15.54,7.38,2.0,6.02,9.9,8,68.3,2,D
7.49,3.92,1.43,4.0,5.83,6.5,10,9.3,2,D
6.6,2.67,6.4,1.0,9.41,6.4,12,42.3,2,D
3.95,3.37,8.53,1.0,6.44,3.1,12,24.6,1,D
0.32,18.87,9.33,3.0,8.76,8.1,6,44.3,2,D
4.1,15.24,1.7,4.0,5.99,5.0,3,79.4,2,D
9.5,15.57,4.93,4.0,8.79,7.2,7,61.4,3,D
4.6,19.21,8.95,2.0,6.67,7.5,3,69.7,2,D
3.08,9.53,1.58,0.0,8.73,3.6,7,72.0,1,D
9.71,10.34,9.98,0.0,7.02,2.3,8,95.9,3,D
9.86,15.7,4.07,1.0,8.84,4.0,12,46.5,3,D
7.13,18.27,9.62,1.0,8.9,3.3,15,12.7,3,D
3.07,9.04,2.86,1.0,8.31,9.2,3,44.0,1,D
6.21,15.09,8.18,2.0,7.98,9.8,0,38.8,0,D
0.29,14.78,6.95,5.0,9.13,5.0,15,87.1,1,D
5.82,11.13,5.09,1.0,7.69,9.2,14,27.9,2,D
7.58,2.48,3.33,0.0,9.94,2.9,13,29.8,2,D
2.5,17.69,3.64,5.0,10.0,4.3,6,37.3,2,D
2.6,9.9,7.83,3.0,5.4,6.7,14,43.6,0,D
9.17,5.13,7.69,0.0,9.72,4.4,6,84.4,3,D
3.44,3.43,8.73,0.0,7.66,7.7,9,72.7,2,D
5.46,10.18,5.59,3.0,6.96,9.1,11,34.5,2,D
1.21,3.08,9.19,5.0,8.41,4.6,4,55.2,1,D
7.37,5.86,4.52,0.0,8.59,5.7,7,65.1,2,D
5.75,2.89,6.54,1.0,9.52,3.6,12,20.7,2,D
5.35,18.43,6.15,0.0,5.74,5.0,5,45.0,2,D
7.58,18.47,4.38,1.0,8.46,3.1,5,60.3,3,D
3.62,3.61,4.88,3.0,5.36,6.5,7,50.6,1,D
6.57,9.95,4.86,2.0,8.99,3.1,9,81.3,2,D
4.97,2.24,5.6,4.0,6.47,5.4,6,59.2,2,D
1.7,12.96,9.65,5.0,9.77,3.1,4,25.6,2,D
8.04,2.13,9.84,1.0,9.9,7.1,13,74.7,3,D
7.93,11.36,3.85,3.0,8.48,2.1,4,65.7,2,D
6.87,8.96,6.59,4.0,6.82,4.5,3,22.9,2,D
1.15,6.6,5.92,0.0,8.46,4.2,3,64.5,1,D
2.7,5.99,2.29,5.0,7.44,5.0,0,17.2,1,D
7.89,9.86,5.83,2.0,8.37,4.7,6,33.9,2,D
3.9,12.24,2.06,5.0,8.13,8.8,3,33.0,2,D
7.75,6.8,7.9,1.0,5.52,8.3,0,34.6,2,D
1.95,3.29,6.34,3.0,9.98,7.9,11,75.1,1,D
5.17,15.26,5.75,2.0,6.55,2.6,5,29.4,2,D
7.19,11.61,7.74,3.0,5.2,9.6,0,19.3,2,D
3.73,10.5,3.5,4.0,5.84,9.5,11,24.7,0,D
9.24,13.71,9.55,1.0,5.73,7.9,13,80.1,3,D
1.66,5.45,9.27,2.0,8.14,5.9,10,82.2,1,D
3.48,7.68,3.37,1.0,5.32,3.5,4,39.5,1,D
9.32,13.76,5.56,3.0,7.51,2.8,3,42.9,3,D
6.29,19.72,8.46,4.0,6.43,8.7,0,38.2,3,D
7.67,16.63,5.76,4.0,9.04,10.0,1,15.5,3,D
4.67,6.88,5.04,0.0,5.48,5.9,11,40.3,2,D
9.3,2.11,2.76,2.0,6.06,2.2,11,80.9,2,D
7.74,4.73,7.59,5.0,9.42,6.5,9,18.0,2,D
3.92,2.4,8.83,2.0,8.89,6.5,0,39.1,2,D
0.39,2.55,7.14,1.0,8.48,2.1,3,23.2,1,D
3.95,8.27,9.37,2.0,8.22,2.1,4,11.6,2,D
9.41,19.24,1.32,4.0,7.39,5.9,6,41.7,3,D
2.58,11.42,9.87,0.0,8.17,7.1,11,41.3,2,D
5.68,11.42,1.04,0.0,9.98,9.4,13,46.5,2,D
4.6,6.97,1.31,0.0,5.4,8.8,13,93.6,2,D
9.62,13.18,7.47,1.0,5.13,6.9,8,19.2,3,D
5.37,11.86,3.79,1.0,6.71,5.5,2,56.0,2,D
5.7,2.27,5.18,3.0,7.88,5.3,5,95.0,2,D
4.29,10.59,6.61,3.0,9.34,5.6,13,50.2,2,D
8.97,17.56,7.65,1.0,7.44,8.6,14,76.1,3,D
6.81,13.61,4.54,4.0,7.38,9.4,4,59.9,2,D
3.83,8.04,3.98,4.0,9.99,9.8,15,86.0,2,D
5.0,17.36,5.37,1.0,8.28,8.1,4,59.8,2,D
7.06,17.66,7.18,3.0,8.58,6.3,12,99.4,3,D
6.59,9.59,7.65,1.0,5.1,2.3,9,46.0,2,D
9.92,10.43,2.56,3.0,8.99,6.0,11,41.7,3,D
6.04,5.64,4.58,0.0,8.47,7.7,0,36.9,2,D
7.8,17.89,5.29,1.0,6.25,8.9,1,25.2,3,D
7.31,18.97,5.49,3.0,5.13,4.9,2,31.3,0,D
2.44,2.85,7.58,1.0,8.8,9.0,7,13.5,1,D
7.07,9.12,8.21,0.0,8.76,5.2,6,13.4,2,D
3.61,3.48,7.8,4.0,9.46,9.7,6,53.8,2,D
4.63,6.37,4.13,5.0,8.4,7.8,13,52.3,2,D
5.37,15.57,7.06,0.0,6.62,3.5,4,78.6,2,D
5.66,17.93,3.62,1.0,5.74,7.8,11,75.2,2,D
5.35,1.95,4.66,5.0,5.47,7.2,2,31.5,1,D
6.65,9.64,3.8,0.0,8.57,6.0,5,99.9,2,D
8.01,4.43,8.87,2.0,9.42,3.4,13,78.4,3,D
6.17,9.53,3.41,1.0,6.86,2.3,15,84.6,2,D
0.9,19.98,4.31,1.0,7.29,3.3,15,83.8,1,D
5.17,15.14,1.35,5.0,7.22,9.4,6,45.7,2,D
7.78,5.22,2.46,1.0,7.77,8.1,5,10.0,2,D
4.4,19.89,1.18,5.0,9.89,9.9,5,94.1,2,D
9.61,13.89,2.57,4.0,7.85,8.8,0,93.1,3,D
4.38,12.45,5.03,5.0,9.56,2.4,14,75.7,2,D
0.89,8.93,9.51,1.0,7.39,5.8,11,25.7,1,D
8.85,1.76,8.77,2.0,7.78,9.9,4,28.4,3,D
5.25,18.61,8.2,1.0,6.13,4.2,0,97.2,2,D
7.37,6.88,6.9,5.0,6.33,5.7,12,36.2,2,D
6.67,11.71,9.44,4.0,9.88,3.9,9,43.8,3,D
7.89,10.78,3.77,5.0,5.3,10.0,13,83.7,0,D
2.68,16.86,8.68,2.0,6.04,4.9,9,86.1,2,D
6.4,12.72,4.95,3.0,8.31,6.9,8,39.6,2,D
8.88,8.6,6.3,3.0,8.6,0.0,4,25.4,0,E
9.47,1.61,1.62,5.0,3.2,0.0,0,9.7,2,E
9.2,11.03,9.71,4.0,9.35,0.0,15,17.6,3,E
4.71,16.78,5.14,2.0,6.96,0.0,13,12.9,2,E
5.07,15.79,3.48,5.0,1.07,0.0,2,26.3,0,E
4.6,8.71,4.45,4.0,3.57,0.0,3,25.4,1,E
9.94,14.62,7.35,4.0,3.14,0.0,3,17.9,3,E
1.83,11.07,6.96,1.0,6.38,0.0,6,7.3,1,E
1.01,17.31,2.57,5.0,0.01,0.0,5,35.4,1,E
4.04,13.56,9.62,0.0,5.17,0.0,6,32.1,2,E
3.66,2.63,4.53,1.0,6.51,0.0,12,24.0,1,E
8.52,6.32,6.96,4.0,3.77,0.0,12,28.0,2,E
3.8,8.23,1.98,5.0,1.99,0.0,10,14.7,1,E
6.14,16.85,5.6,0.0,3.15,0.0,8,18.6,2,E
3.06,11.56,3.17,4.0,8.99,0.0,12,14.5,1,E
0.57,19.9,9.31,5.0,4.9,0.0,10,15.3,1,E
4.37,19.62,9.26,5.0,8.48,0.0,6,5.6,2,E
9.13,4.21,1.01,2.0,6.57,0.0,12,8.1,2,E
2.3,11.36,6.45,3.0,7.4,0.0,4,12.5,1,E
3.41,3.95,5.47,4.0,2.55,0.0,9,37.6,1,E
1.83,5.42,7.89,4.0,3.32,0.0,2,22.2,1,E
4.75,6.15,3.16,2.0,9.08,0.0,13,37.6,1,E
5.3,4.42,7.37,2.0,7.95,0.0,13,10.4,2,E
7.85,2.21,4.83,5.0,3.21,0.0,2,11.6,2,E
3.27,17.4,1.36,0.0,7.82,0.0,11,22.1,1,E
6.21,15.86,5.16,0.0,1.48,0.0,13,16.0,2,E
3.5,4.21,9.85,0.0,6.5,0.0,15,27.1,1,E
1.54,19.21,1.79,2.0,2.82,0.0,7,5.8,1,E
9.12,16.73,2.41,0.0,8.74,0.0,11,9.2,3,E
2.37,10.02,2.69,5.0,8.35,0.0,9,18.9,1,E
9.71,7.17,8.75,3.0,8.72,0.0,2,13.4,3,E
4.22,3.06,9.5,0.0,6.87,0.0,9,17.2,1,E
3.58,14.84,7.53,3.0,2.84,0.0,4,16.8,0,E
3.84,1.7,7.26,4.0,7.71,0.0,12,37.8,1,E
3.91,17.77,8.47,0.0,5.1,0.0,15,26.8,2,E
2.86,17.99,4.52,2.0,0.37,0.0,4,16.2,1,E
9.6,16.15,8.71,3.0,1.77,0.0,1,17.9,3,E
1.9,14.42,3.85,1.0,3.24,0.0,13,27.9,1,E
4.06,4.35,6.0,0.0,9.44,0.0,5,33.6,1,E
2.39,15.14,6.66,5.0,3.3,0.0,5,16.3,1,E
7.04,8.72,6.55,0.0,1.76,0.0,4,35.2,2,E
3.55,11.21,8.52,1.0,7.51,0.0,6,23.7,2,E
9.03,14.01,2.27,3.0,5.77,0.0,15,26.3,2,E
9.34,18.31,6.03,1.0,2.8,0.0,15,8.2,3,E
4.52,12.55,4.79,0.0,5.7,0.0,3,24.9,2,E
1.4,19.52,8.2,3.0,4.75,0.0,1,12.9,1,E
5.22,15.27,8.63,1.0,8.7,0.0,11,12.6,2,E
9.78,19.0,7.95,2.0,1.61,0.0,15,29.2,3,E
3.96,4.37,4.88,4.0,2.02,0.0,10,16.3,1,E
8.12,2.85,3.57,5.0,9.81,0.0,4,31.6,2,E
7.89,19.85,5.49,1.0,8.9,0.0,0,22.9,3,E
3.19,13.83,4.12,3.0,3.4,0.0,1,9.5,1,E
9.58,16.5,2.59,0.0,4.7,0.0,5,39.1,3,E
4.69,6.72,6.74,1.0,4.96,0.0,0,35.4,1,E
1.08,19.3,7.79,0.0,7.78,0.0,11,38.7,1,E
8.82,6.63,8.9,4.0,5.42,0.0,4,22.3,2,E
1.36,10.35,5.95,3.0,2.12,0.0,13,17.9,1,E
0.24,16.65,7.5,3.0,9.04,0.0,7,33.4,1,E
